,Make,Year of manufacture,Condition,Mileage,Engine Size,Fuel,Transmission
2070,Nissan,2010.0,Nigerian Used,166175.0,2500.0,Petrol,Automatic
2071,Honda,2008.0,Nigerian Used,248616.0,3500.0,Petrol,Automatic
2073,Lexus,2000.0,Foreign Used,213792.0,3000.0,Petrol,Automatic
2075,Toyota,2009.0,Foreign Used,122265.0,2400.0,Petrol,Automatic
2076,Toyota,2007.0,Nigerian Used,220381.0,2400.0,Hybrid,Automatic
2077,Toyota,2007.0,Foreign Used,76755.0,2400.0,Petrol,Automatic
2078,Toyota,2006.0,Nigerian Used,142285.0,3500.0,Petrol,Automatic
2079,Toyota,2008.0,Nigerian Used,186102.0,3000.0,Petrol,Automatic
2080,Toyota,2006.0,Foreign Used,293596.0,1800.0,Petrol,Automatic
2081,Toyota,2004.0,Nigerian Used,192967.0,2400.0,Petrol,Automatic
2082,Land Rover,2007.0,Nigerian Used,150360.0,4700.0,Petrol,Automatic
2083,Honda,2003.0,Foreign Used,196184.0,2000.0,Petrol,Automatic
2084,Nissan,2007.0,Foreign Used,283434.0,3500.0,Petrol,Automatic
2085,Toyota,2008.0,Nigerian Used,168720.0,1800.0,Petrol,Automatic
2086,Honda,2010.0,Nigerian Used,229773.0,3500.0,Petrol,Automatic
2088,Toyota,2002.0,Nigerian Used,140910.0,3500.0,Petrol,Automatic
2091,Toyota,2008.0,Nigerian Used,384828.0,1500.0,Hybrid,Automatic
2093,Toyota,2012.0,Nigerian Used,116030.0,1800.0,Petrol,Automatic
2094,Toyota,2011.0,Foreign Used,432495.0,3500.0,Petrol,Automatic
2095,Honda,2015.0,Nigerian Used,78522.0,2000.0,Petrol,Automatic
2096,Honda,2007.0,Foreign Used,389149.0,3500.0,Petrol,Automatic
2097,Toyota,2008.0,Nigerian Used,186102.0,3000.0,Petrol,Automatic
2098,Toyota,2004.0,Foreign Used,214962.0,1800.0,Petrol,Automatic
2099,Infiniti,2003.0,Nigerian Used,117701.0,3500.0,Petrol,Automatic
2100,Honda,2003.0,Nigerian Used,175567.0,3500.0,Petrol,Automatic
2101,Toyota,2005.0,Nigerian Used,342742.0,3300.0,Petrol,Automatic
2102,Honda,2010.0,Nigerian Used,197853.0,3500.0,Petrol,Automatic
2104,Toyota,2002.0,Nigerian Used,226225.0,3000.0,Petrol,Automatic
2105,Toyota,2004.0,Foreign Used,416093.0,2400.0,Petrol,Automatic
2106,Honda,2005.0,Foreign Used,122222.0,3500.0,Petrol,Automatic
2107,Toyota,2006.0,Foreign Used,439547.0,1800.0,Petrol,Automatic
2108,Jeep,2014.0,Nigerian Used,51566.0,3600.0,Petrol,Automatic
2109,Toyota,2004.0,Nigerian Used,268447.0,1800.0,Petrol,Automatic
2110,Honda,2013.0,Nigerian Used,182450.0,2400.0,Petrol,Automatic
2111,Honda,2003.0,Foreign Used,196184.0,2000.0,Petrol,Automatic
2112,Nissan,2008.0,Foreign Used,213339.0,2500.0,Petrol,Automatic
2113,Toyota,2006.0,Nigerian Used,207615.0,4000.0,Petrol,Automatic
2115,Toyota,2005.0,Nigerian Used,166024.0,1800.0,Petrol,Automatic
2117,Honda,2013.0,Nigerian Used,104281.0,2400.0,Petrol,Automatic
2118,Kia,2011.0,Nigerian Used,97279.0,1600.0,Petrol,Automatic
2119,Honda,2009.0,Nigerian Used,202694.0,3500.0,Petrol,Automatic
2120,Honda,2011.0,Nigerian Used,226014.0,3500.0,Petrol,Automatic
2121,Hyundai,2012.0,Nigerian Used,100000.0,2500.0,Petrol,Automatic
2122,Ford,2001.0,Nigerian Used,183738.0,2300.0,Petrol,Automatic
2123,Toyota,2004.0,Foreign Used,395286.0,1800.0,Petrol,Automatic
2124,Hyundai,2013.0,Nigerian Used,134852.0,1800.0,Petrol,Automatic
2125,Hyundai,2014.0,Nigerian Used,66462.0,2400.0,Petrol,Automatic
2126,Hyundai,2007.0,Nigerian Used,476812.0,2000.0,Petrol,Automatic
2127,Kia,2013.0,Nigerian Used,83132.0,1600.0,Petrol,Automatic
2128,Honda,2008.0,Nigerian Used,344223.0,3500.0,Petrol,Automatic
2129,Hyundai,2010.0,Nigerian Used,262797.0,3800.0,Petrol,Automatic
2130,Toyota,2002.0,Nigerian Used,88480.0,2400.0,Petrol,Automatic
2131,Toyota,2008.0,Nigerian Used,168720.0,1800.0,Petrol,Automatic
2132,Lexus,1999.0,Nigerian Used,2254489.0,3500.0,Petrol,Automatic
2133,Toyota,2004.0,Nigerian Used,268447.0,1800.0,Petrol,Automatic
2134,Nissan,2015.0,Nigerian Used,32325.0,3500.0,Petrol,Automatic
2135,Honda,2006.0,Foreign Used,186607.0,3500.0,Petrol,Automatic
2137,Kia,2013.0,Foreign Used,134409.0,2400.0,Petrol,Automatic
2138,Toyota,2008.0,Nigerian Used,246651.0,1800.0,Petrol,Automatic
2139,Jeep,2014.0,Nigerian Used,51566.0,3600.0,Petrol,Automatic
2140,Toyota,2006.0,Nigerian Used,124738.0,1800.0,Petrol,Automatic
2141,Mitsubishi,2007.0,Nigerian Used,220442.0,3800.0,Petrol,Automatic
2143,Nissan,2014.0,Nigerian Used,93520.0,5600.0,Petrol,Automatic
2146,Toyota,2003.0,Nigerian Used,116440.0,2000.0,Petrol,Automatic
2147,Honda,2013.0,Nigerian Used,182450.0,2400.0,Petrol,Automatic
2149,Toyota,2006.0,Nigerian Used,415172.0,1800.0,Petrol,Automatic
2150,Acura,2002.0,Nigerian Used,200741.0,3500.0,Petrol,Automatic
2152,Toyota,2002.0,Nigerian Used,226225.0,3000.0,Petrol,Automatic
2153,Honda,2008.0,Nigerian Used,344223.0,3500.0,Petrol,Automatic
2154,Nissan,2013.0,Nigerian Used,94561.0,1800.0,Petrol,Automatic
2156,Nissan,2013.0,Nigerian Used,43644.0,2000.0,Petrol,CVT
2157,Nissan,2009.0,Foreign Used,291436.0,1800.0,Petrol,Automatic
2159,Toyota,2009.0,Nigerian Used,154581.0,2400.0,Petrol,Automatic
2160,Toyota,2012.0,Nigerian Used,116030.0,1800.0,Petrol,Automatic
2161,Toyota,2005.0,Nigerian Used,166024.0,1800.0,Petrol,Automatic
2162,Honda,2008.0,Nigerian Used,308650.0,3500.0,Petrol,Automatic
2163,Toyota,2000.0,Foreign Used,324010.0,3500.0,Petrol,Automatic
2164,Ford,2007.0,Nigerian Used,217815.0,3000.0,Petrol,Automatic
2165,Hyundai,2007.0,Nigerian Used,476812.0,2000.0,Petrol,Automatic
2166,Honda,2009.0,Nigerian Used,49198.0,3500.0,Petrol,Automatic
2169,Toyota,2009.0,Nigerian Used,218754.0,2000.0,Petrol,Automatic
2171,Mazda,2010.0,Foreign Used,157791.0,2500.0,Petrol,Automatic
2172,Toyota,2009.0,Nigerian Used,92488.0,2500.0,Petrol,Automatic
2173,Honda,2010.0,Nigerian Used,109575.0,3500.0,Petrol,Automatic
2174,Kia,2012.0,Nigerian Used,168761.0,1800.0,Petrol,Automatic
2175,Toyota,2014.0,Nigerian Used,212601.0,1800.0,Petrol,Automatic
2176,Chevrolet,2017.0,Foreign Used,27228.0,3600.0,Petrol,Automatic
2177,Honda,2004.0,Nigerian Used,255711.0,3500.0,Petrol,Automatic
2178,Pontiac,2009.0,Nigerian Used,134619.0,2400.0,Petrol,Automatic
2180,Infiniti,2006.0,Nigerian Used,302481.0,3500.0,Petrol,Automatic
2182,Toyota,2004.0,Foreign Used,214962.0,1800.0,Petrol,Automatic
2183,Infiniti,2006.0,Nigerian Used,122889.0,3600.0,Petrol,Automatic
2184,Pontiac,2009.0,Nigerian Used,213448.0,2400.0,Petrol,Automatic
2185,Mazda,2006.0,Foreign Used,351273.0,3000.0,Petrol,Automatic
2186,Honda,2007.0,Foreign Used,389149.0,3500.0,Petrol,Automatic
2187,Honda,2003.0,Nigerian Used,175567.0,3500.0,Petrol,Automatic
2189,Hyundai,2020.0,Nigerian Used,822.0,1600.0,Petrol,Automatic
2191,Toyota,2006.0,Nigerian Used,111133.0,2400.0,Petrol,Automatic
2193,Honda,2006.0,Nigerian Used,328495.0,3500.0,Petrol,Automatic
2194,Honda,2004.0,Foreign Used,401187.0,3500.0,Petrol,Automatic
2195,Lexus,2007.0,Nigerian Used,220726.0,3500.0,Petrol,Automatic
2196,Nissan,2008.0,Nigerian Used,95066.0,2500.0,Petrol,Automatic
2197,Ford,2010.0,Nigerian Used,270431.0,3500.0,Petrol,Automatic
2198,Toyota,2002.0,Nigerian Used,176533.0,2400.0,Petrol,Automatic
2199,Toyota,2003.0,Nigerian Used,271345.0,2400.0,Petrol,Automatic
2201,Honda,2016.0,Foreign Used,48348.0,2400.0,Petrol,Automatic
2202,Toyota,2003.0,Nigerian Used,170206.0,3000.0,Petrol,Automatic
2207,Honda,2013.0,Foreign Used,152229.0,3500.0,Petrol,Automatic
2208,Honda,2005.0,Nigerian Used,159924.0,3500.0,Petrol,Automatic
2209,Hyundai,2007.0,Foreign Used,96891.0,2400.0,Petrol,Automatic
2210,Nissan,2007.0,Nigerian Used,306577.0,4000.0,Petrol,Automatic
2211,BMW,2002.0,Nigerian Used,176466.0,3000.0,Petrol,Automatic
2212,Ford,2001.0,Nigerian Used,239647.0,2800.0,Petrol,Automatic
2213,Honda,2009.0,Foreign Used,159132.0,2400.0,Petrol,Automatic
2214,Lexus,2007.0,Nigerian Used,220726.0,3500.0,Petrol,Automatic
2215,Toyota,2003.0,Nigerian Used,116440.0,2000.0,Petrol,Automatic
2216,Rover,2012.0,Foreign Used,163834.0,2000.0,Petrol,Automatic
2217,Mercedes-Benz,2007.0,Nigerian Used,110735.0,3500.0,Petrol,Automatic
2218,Honda,2016.0,Foreign Used,121625.0,2400.0,Petrol,Automatic
2219,Lexus,2004.0,Nigerian Used,151357.0,3300.0,Petrol,Automatic
2220,Lexus,2007.0,Nigerian Used,103245.0,3500.0,Petrol,Automatic
2221,Chevrolet,2017.0,Foreign Used,27228.0,3600.0,Petrol,Automatic
2222,Hyundai,2012.0,Nigerian Used,1580052.0,2200.0,Petrol,Automatic
2223,Mercedes-Benz,2008.0,Nigerian Used,171692.0,3500.0,Petrol,Automatic
2226,Mercedes-Benz,2007.0,Nigerian Used,110735.0,3500.0,Petrol,Automatic
2228,Kia,2011.0,Nigerian Used,98022.0,1600.0,Petrol,Automatic
2231,Honda,2010.0,Nigerian Used,121664.0,2400.0,Petrol,Automatic
2233,Nissan,2007.0,Nigerian Used,233903.0,3000.0,Petrol,Automatic
2234,Honda,2005.0,Nigerian Used,273444.0,3500.0,Petrol,Automatic
2235,Mazda,2000.0,Foreign Used,147611.0,1800.0,Petrol,Automatic
2236,Toyota,2007.0,Nigerian Used,89097.0,1800.0,Petrol,Automatic
2237,Ford,2012.0,Foreign Used,36559.0,1600.0,Petrol,Automatic
2238,Mercedes-Benz,2008.0,Nigerian Used,171692.0,3500.0,Petrol,Automatic
2240,Toyota,2004.0,Nigerian Used,291620.0,1800.0,Petrol,Automatic
2241,Toyota,2008.0,Nigerian Used,113747.0,2400.0,Petrol,Automatic
2242,Honda,2013.0,Nigerian Used,174100.0,3500.0,Petrol,Automatic
2243,Ford,2007.0,Nigerian Used,115945.0,3500.0,Petrol,AMT
2245,Hyundai,2013.0,Nigerian Used,134852.0,1800.0,Petrol,Automatic
2246,Lexus,2008.0,Nigerian Used,115820.0,4700.0,Petrol,Automatic
2247,Mercedes-Benz,2007.0,Nigerian Used,243975.0,4700.0,Petrol,Automatic
2249,Toyota,2006.0,Foreign Used,299397.0,1800.0,Petrol,Automatic
2250,Nissan,2014.0,Nigerian Used,93520.0,5600.0,Petrol,Automatic
2254,Hyundai,2009.0,Nigerian Used,87854.0,2000.0,Petrol,Automatic
2255,Honda,2013.0,Nigerian Used,174100.0,3500.0,Petrol,Automatic
2256,Toyota,2003.0,Foreign Used,146734.0,1800.0,Petrol,Automatic
2257,Honda,2013.0,Nigerian Used,173936.0,2400.0,Petrol,Automatic
2258,Toyota,2004.0,Nigerian Used,208026.0,2400.0,Petrol,Automatic
2259,Honda,2007.0,Foreign Used,123441.0,2500.0,Petrol,Automatic
2260,Lexus,2000.0,Nigerian Used,222631.0,4700.0,Petrol,Automatic
2261,Toyota,2006.0,Nigerian Used,274268.0,2400.0,Petrol,Automatic
2264,Kia,2013.0,Nigerian Used,85282.0,2400.0,Petrol,Automatic
2265,Honda,2010.0,Nigerian Used,88208.0,3500.0,Petrol,Automatic
2266,Renault,2006.0,Nigerian Used,180952.0,1900.0,Diesel,Manual
2271,Infiniti,2006.0,Nigerian Used,122889.0,3600.0,Petrol,Automatic
2272,Toyota,2008.0,Nigerian Used,107655.0,1800.0,Petrol,Automatic
2275,Toyota,2007.0,Nigerian Used,150420.0,2400.0,Petrol,Automatic
2277,Toyota,2007.0,Nigerian Used,161188.0,2400.0,Petrol,Automatic
2278,Toyota,2002.0,Nigerian Used,285976.0,3000.0,Petrol,Automatic
2279,Toyota,2004.0,Nigerian Used,180984.0,3500.0,Petrol,Automatic
2280,Toyota,2012.0,Nigerian Used,114345.0,1600.0,Petrol,Automatic
2281,Toyota,2011.0,Foreign Used,202784.0,2500.0,Petrol,Automatic
2282,Honda,2004.0,Nigerian Used,143321.0,2300.0,Petrol,Automatic
2283,Land Rover,2006.0,Nigerian Used,188429.0,4200.0,Petrol,Automatic
2284,Nissan,2007.0,Nigerian Used,233903.0,3000.0,Petrol,Automatic
2285,Toyota,2006.0,Foreign Used,102399.0,3300.0,Petrol,Automatic
2286,Honda,2005.0,Nigerian Used,212354.0,3500.0,Petrol,Automatic
2287,Hyundai,2012.0,Nigerian Used,110683.0,1800.0,Petrol,Automatic
2289,Toyota,2002.0,Nigerian Used,285976.0,3000.0,Petrol,Automatic
2290,Toyota,2003.0,Nigerian Used,170206.0,3000.0,Petrol,Automatic
2291,Toyota,2002.0,Nigerian Used,132213.0,3000.0,Petrol,Automatic
2292,Toyota,2006.0,Nigerian Used,248375.0,3300.0,Petrol,Automatic
2293,Ford,2004.0,Nigerian Used,323048.0,4000.0,Petrol,Automatic
2294,Toyota,2002.0,Nigerian Used,176533.0,2400.0,Petrol,Automatic
2295,Kia,2010.0,Nigerian Used,179284.0,1600.0,Petrol,Automatic
2296,Toyota,2003.0,Nigerian Used,188739.0,1800.0,Petrol,Automatic
2297,Honda,2007.0,Foreign Used,123441.0,2500.0,Petrol,Automatic
2298,Lexus,2008.0,Nigerian Used,176272.0,3500.0,Petrol,Automatic
2300,Honda,2006.0,Nigerian Used,233846.0,3500.0,Petrol,Automatic
2301,Toyota,2011.0,Foreign Used,432495.0,3500.0,Petrol,Automatic
2303,Mitsubishi,2008.0,Nigerian Used,156408.0,2400.0,Petrol,Manual
2304,Nissan,2014.0,Nigerian Used,118154.0,2500.0,Petrol,CVT
2305,Mitsubishi,2004.0,Nigerian Used,361889.0,3800.0,Petrol,Automatic
2307,Honda,2013.0,Nigerian Used,173936.0,2400.0,Petrol,Automatic
2308,Toyota,2012.0,Foreign Used,206117.0,3500.0,Petrol,Automatic
2309,Ford,2013.0,Nigerian Used,133104.0,3500.0,Petrol,Automatic
2310,Kia,2013.0,Nigerian Used,85282.0,2400.0,Petrol,Automatic
2311,Infiniti,2001.0,Nigerian Used,141538.0,3500.0,Petrol,Automatic
2312,Nissan,2005.0,Nigerian Used,231680.0,2000.0,Petrol,Automatic
2313,Toyota,2008.0,Nigerian Used,107655.0,1800.0,Petrol,Automatic
2314,Honda,2009.0,Foreign Used,159132.0,2400.0,Petrol,Automatic
2315,Mercedes-Benz,2008.0,Nigerian Used,187503.0,3500.0,Petrol,Automatic
2316,Mitsubishi,2003.0,Nigerian Used,246600.0,2400.0,Petrol,Automatic
2317,Toyota,2006.0,Foreign Used,277350.0,3500.0,Petrol,Automatic
2318,Infiniti,2005.0,Nigerian Used,290000.0,3500.0,Petrol,Automatic
2319,Mercedes-Benz,2007.0,Nigerian Used,206570.0,2000.0,Petrol,Automatic
2320,Mazda,2004.0,Nigerian Used,141216.0,3000.0,Petrol,Automatic
2321,Honda,2011.0,Nigerian Used,166352.0,3500.0,Petrol,Automatic
2322,Honda,2005.0,Nigerian Used,273444.0,3500.0,Petrol,Automatic
2323,Nissan,2005.0,Nigerian Used,208886.0,4000.0,Petrol,Automatic
2324,Jaguar,2001.0,Nigerian Used,263789.0,3000.0,Petrol,Automatic
2326,Toyota,2002.0,Nigerian Used,241730.0,3000.0,Petrol,Automatic
2327,Toyota,2005.0,Nigerian Used,128134.0,1800.0,Petrol,Automatic
2328,Mercedes-Benz,2009.0,Nigerian Used,151643.0,4000.0,Petrol,Automatic
2330,Lexus,2005.0,Nigerian Used,174427.0,3300.0,Petrol,Automatic
2331,Toyota,2006.0,Foreign Used,277350.0,3500.0,Petrol,Automatic
2332,Hyundai,2013.0,Nigerian Used,118053.0,1800.0,Petrol,Automatic
2334,Toyota,2012.0,Nigerian Used,193268.0,1800.0,Petrol,Automatic
2335,Mercedes-Benz,2010.0,Nigerian Used,189018.0,3500.0,Petrol,Automatic
2336,Toyota,2009.0,Nigerian Used,128980.0,1800.0,Petrol,Automatic
2337,Nissan,2009.0,Nigerian Used,213292.0,3500.0,Petrol,CVT
2338,Toyota,2003.0,Nigerian Used,210448.0,1800.0,Petrol,Automatic
2339,Toyota,2007.0,Nigerian Used,156588.0,2400.0,Petrol,Automatic
2340,Honda,2007.0,Foreign Used,128446.0,1400.0,Petrol,Manual
2342,Toyota,2003.0,Nigerian Used,217894.0,1800.0,Petrol,Automatic
2345,Lexus,2000.0,Nigerian Used,154995.0,3500.0,Petrol,Automatic
2346,Toyota,2008.0,Nigerian Used,241185.0,1500.0,Hybrid,Automatic
2347,Toyota,2007.0,Nigerian Used,156588.0,2400.0,Petrol,Automatic
2348,Honda,2007.0,Nigerian Used,134716.0,2400.0,Petrol,Automatic
2349,Toyota,2009.0,Nigerian Used,245524.0,1800.0,Petrol,Automatic
2350,Mercedes-Benz,2008.0,Nigerian Used,142557.0,4700.0,Petrol,Automatic
2351,Honda,2009.0,Nigerian Used,179313.0,3500.0,Petrol,Automatic
2352,Honda,2008.0,Nigerian Used,226508.0,2400.0,Petrol,Automatic
2353,Lexus,2011.0,Nigerian Used,98718.0,3500.0,Petrol,Automatic
2354,Honda,2010.0,Nigerian Used,95366.0,2400.0,Petrol,Automatic
2355,Toyota,2007.0,Nigerian Used,165028.0,1800.0,Petrol,Automatic
2356,Nissan,2004.0,Nigerian Used,272065.0,3300.0,Petrol,Automatic
2359,Toyota,2003.0,Nigerian Used,188739.0,1800.0,Petrol,Automatic
2360,Honda,2014.0,Foreign Used,163132.0,2400.0,Petrol,Automatic
2361,Toyota,2010.0,Nigerian Used,210788.0,2400.0,Petrol,Automatic
2362,Toyota,2007.0,Nigerian Used,102718.0,2400.0,Petrol,Automatic
2363,Honda,2009.0,Nigerian Used,173089.0,2400.0,Petrol,Automatic
2365,Toyota,2008.0,Foreign Used,105681.0,3500.0,Petrol,Automatic
2366,Lexus,2007.0,Nigerian Used,68366.0,3500.0,Petrol,Automatic
2367,Toyota,2004.0,Nigerian Used,331606.0,1800.0,Petrol,AMT
2368,Toyota,2005.0,Nigerian Used,443373.0,2400.0,Petrol,Automatic
2369,Toyota,2009.0,Nigerian Used,92488.0,2500.0,Petrol,Automatic
2373,Nissan,2001.0,Nigerian Used,188490.0,3300.0,Petrol,Automatic
2375,Lexus,2005.0,Nigerian Used,177350.0,3300.0,Petrol,Automatic
2376,Mercedes-Benz,2007.0,Nigerian Used,243975.0,4700.0,Petrol,Automatic
2380,Toyota,2009.0,Nigerian Used,154177.0,1800.0,Petrol,Automatic
2381,Toyota,2002.0,Nigerian Used,188116.0,2400.0,Petrol,Automatic
2384,Toyota,2006.0,Nigerian Used,124738.0,1800.0,Petrol,Automatic
2386,Toyota,2004.0,Nigerian Used,231374.0,3300.0,Petrol,Automatic
2387,Kia,2013.0,Nigerian Used,100169.0,1800.0,Petrol,Automatic
2388,Toyota,2011.0,Nigerian Used,195365.0,2500.0,Petrol,Automatic
2389,Toyota,2003.0,Nigerian Used,210448.0,1800.0,Petrol,Automatic
2390,Toyota,2002.0,Nigerian Used,195977.0,3000.0,Petrol,Automatic
2391,Mercedes-Benz,2009.0,Nigerian Used,151643.0,4000.0,Petrol,Automatic
2392,Toyota,2003.0,Nigerian Used,239434.0,1800.0,Petrol,Automatic
2393,Toyota,2009.0,Nigerian Used,299990.0,1800.0,Petrol,Automatic
2395,Toyota,2009.0,Nigerian Used,128980.0,1800.0,Petrol,Automatic
2397,Lexus,2006.0,Nigerian Used,208657.0,3000.0,Petrol,Automatic
2398,Hyundai,2015.0,Nigerian Used,50075.0,1200.0,Petrol,Manual
2399,Toyota,2009.0,Nigerian Used,125745.0,2400.0,Petrol,Automatic
2401,Honda,2009.0,Nigerian Used,179313.0,3500.0,Petrol,Automatic
2402,Toyota,2005.0,Foreign Used,150430.0,1800.0,Petrol,Automatic
2403,Toyota,2007.0,Nigerian Used,167507.0,3500.0,Petrol,Automatic
2404,Toyota,2002.0,Nigerian Used,195977.0,3000.0,Petrol,Automatic
2405,Toyota,2007.0,Nigerian Used,234297.0,2400.0,Petrol,Automatic
2406,Toyota,2008.0,Nigerian Used,241185.0,1500.0,Hybrid,Automatic
2407,Toyota,2010.0,Nigerian Used,257417.0,1800.0,Petrol,Automatic
2410,Toyota,2008.0,Nigerian Used,56761.0,5700.0,Petrol,Automatic
2411,Toyota,2003.0,Nigerian Used,217894.0,1800.0,Petrol,Automatic
2412,Ford,2007.0,Nigerian Used,115945.0,3500.0,Petrol,AMT
2415,Toyota,2007.0,Nigerian Used,194171.0,2400.0,Petrol,Automatic
2416,Hyundai,2011.0,Nigerian Used,298624.0,2000.0,Petrol,Automatic
2417,Toyota,2006.0,Nigerian Used,290204.0,1800.0,Petrol,Automatic
2421,Mazda,2008.0,Foreign Used,131100.0,2000.0,Petrol,Automatic
2422,Toyota,2002.0,Foreign Used,163475.0,2500.0,Petrol,Automatic
2424,Toyota,2008.0,Nigerian Used,56761.0,5700.0,Petrol,Automatic
2425,Renault,2006.0,Nigerian Used,180952.0,1900.0,Diesel,Manual
2426,Toyota,2007.0,Nigerian Used,165028.0,1800.0,Petrol,Automatic
2427,Toyota,2011.0,Nigerian Used,217733.0,2400.0,Petrol,Automatic
2428,Hyundai,2011.0,Nigerian Used,133698.0,2000.0,Petrol,Automatic
2429,Kia,2014.0,Nigerian Used,54099.0,1400.0,Petrol,Automatic
2430,Nissan,2003.0,Nigerian Used,239830.0,2500.0,Petrol,Automatic
2431,Hyundai,2015.0,Nigerian Used,50075.0,1200.0,Petrol,Manual
2432,Honda,2008.0,Nigerian Used,88690.0,2400.0,Petrol,Automatic
2433,Honda,2013.0,Nigerian Used,137302.0,3500.0,Petrol,AMT
2434,Toyota,2008.0,Nigerian Used,195989.0,1800.0,Petrol,Automatic
2435,Land Rover,2006.0,Nigerian Used,114307.0,4400.0,Petrol,Automatic
2436,Lexus,2000.0,Nigerian Used,154995.0,3500.0,Petrol,Automatic
2437,Hyundai,2011.0,Nigerian Used,133698.0,2000.0,Petrol,Automatic
2438,Toyota,2000.0,Nigerian Used,158375.0,3000.0,Petrol,Automatic
2439,Honda,2010.0,Nigerian Used,95366.0,2400.0,Petrol,Automatic
2440,Toyota,2003.0,Nigerian Used,159293.0,1800.0,Petrol,Automatic
2441,Nissan,2014.0,Nigerian Used,134275.0,2500.0,Petrol,Automatic
2442,Honda,2011.0,Nigerian Used,166352.0,3500.0,Petrol,Automatic
2443,Chevrolet,2010.0,Nigerian Used,102064.0,1600.0,Petrol,Automatic
2444,Toyota,2001.0,Nigerian Used,174340.0,2000.0,Petrol,Automatic
2445,Toyota,2006.0,Nigerian Used,316117.0,3500.0,Petrol,Automatic
2446,Lexus,2005.0,Nigerian Used,221522.0,3300.0,Petrol,Automatic
2447,Toyota,2008.0,Nigerian Used,195989.0,1800.0,Petrol,Automatic
2448,Toyota,2005.0,Nigerian Used,257412.0,1800.0,Petrol,Automatic
2449,Chevrolet,2010.0,Nigerian Used,102064.0,1600.0,Petrol,Automatic
2450,Toyota,2002.0,Nigerian Used,506364.0,2400.0,Petrol,Automatic
2451,Nissan,2005.0,Foreign Used,191535.0,3500.0,Petrol,Automatic
2452,Toyota,2007.0,Nigerian Used,208115.0,3500.0,Petrol,Automatic
2453,Toyota,2005.0,Foreign Used,238198.0,1800.0,Petrol,Automatic
2454,Mercedes-Benz,2002.0,Nigerian Used,225111.0,2100.0,Diesel,Manual
2455,Lexus,2009.0,Nigerian Used,156501.0,3500.0,Petrol,Automatic
2457,Toyota,2010.0,Nigerian Used,243549.0,1800.0,Petrol,Automatic
2458,Toyota,2003.0,Nigerian Used,218717.0,2000.0,Petrol,Automatic
2461,Toyota,2004.0,Nigerian Used,21973.0,1800.0,Petrol,Automatic
2462,Nissan,2005.0,Nigerian Used,468578.0,2500.0,Petrol,Automatic
2463,Mercedes-Benz,2005.0,Nigerian Used,134162.0,3700.0,Petrol,Automatic
2464,Nissan,2005.0,Nigerian Used,24162.0,4000.0,Petrol,Automatic
2465,Toyota,2004.0,Nigerian Used,184304.0,1800.0,Petrol,Automatic
2466,Nissan,2018.0,Nigerian Used,37409.0,5600.0,Petrol,Automatic
2467,Honda,2004.0,Nigerian Used,215019.0,3500.0,Petrol,Automatic
2468,Honda,2010.0,Nigerian Used,149189.0,3500.0,Petrol,Automatic
2469,Mercedes-Benz,2008.0,Nigerian Used,212117.0,3500.0,Petrol,Automatic
2470,Lexus,2008.0,Nigerian Used,176272.0,3500.0,Petrol,Automatic
2471,Mercedes-Benz,2002.0,Nigerian Used,225111.0,2100.0,Diesel,Manual
2472,Toyota,2003.0,Foreign Used,101442.0,1800.0,Petrol,Automatic
2473,Ford,2008.0,Nigerian Used,171962.0,3500.0,Petrol,Automatic
2474,Honda,2007.0,Foreign Used,183460.0,3500.0,Petrol,Automatic
2475,Toyota,2009.0,Nigerian Used,135724.0,1800.0,Petrol,Automatic
2477,Toyota,2003.0,Nigerian Used,107072.0,3000.0,Petrol,Automatic
2478,Honda,2015.0,Nigerian Used,76054.0,2000.0,Petrol,Automatic
2479,Toyota,2009.0,Nigerian Used,360384.0,1800.0,Petrol,Automatic
2480,Toyota,2010.0,Foreign Used,75863.0,2700.0,Petrol,Automatic
2481,Lexus,2009.0,Nigerian Used,139072.0,3500.0,Petrol,Automatic
2485,Toyota,2003.0,Nigerian Used,23658.0,1800.0,Petrol,Automatic
2486,Nissan,2008.0,Nigerian Used,77687.0,4500.0,Petrol,Automatic
2488,Mercedes-Benz,2003.0,Nigerian Used,320327.0,3200.0,Petrol,Automatic
2489,Nissan,2013.0,Foreign Used,176325.0,3500.0,Petrol,Automatic
2490,Chevrolet,2011.0,Nigerian Used,90435.0,1500.0,Petrol,Automatic
2491,Honda,2010.0,Nigerian Used,149189.0,3500.0,Petrol,Automatic
2492,Toyota,2005.0,Foreign Used,150430.0,1800.0,Petrol,Automatic
2493,BMW,2002.0,Nigerian Used,176466.0,3000.0,Petrol,Automatic
2494,Toyota,2007.0,Nigerian Used,275414.0,2500.0,Petrol,Automatic
2495,Honda,2015.0,Nigerian Used,93433.0,2400.0,Petrol,Automatic
2496,Lexus,2008.0,Nigerian Used,184234.0,3500.0,Petrol,Automatic
2497,Toyota,2004.0,Nigerian Used,233801.0,2400.0,Petrol,Automatic
2498,Honda,2015.0,Nigerian Used,76054.0,2000.0,Petrol,Automatic
2499,Nissan,2002.0,Nigerian Used,141407.0,2500.0,Petrol,Automatic
2500,Infiniti,2004.0,Nigerian Used,262823.0,3500.0,Petrol,Automatic
2501,Toyota,2010.0,Nigerian Used,257417.0,1800.0,Petrol,Automatic
2502,Lexus,2011.0,Nigerian Used,209215.0,3000.0,Petrol,Automatic
2503,Lexus,2007.0,Nigerian Used,68366.0,3500.0,Petrol,Automatic
